dateTime,url,isSeries,name,originalName,year,isWatched,userVote,tmdbId
2025-08-05,https://www.kinopoisk.ru/film/824437/,нет,Меч короля Артура,King Arthur: Legend of the Sword,2017,да,7,274857
2025-07-31,https://www.kinopoisk.ru/film/32714/,нет,Шёпот сердца,Mimi wo sumaseba,1995,да,8,37797
2025-07-30,https://www.kinopoisk.ru/film/712/,нет,Бессонница,Insomnia,2002,да,8,320
2025-07-28,https://www.kinopoisk.ru/film/1990/,нет,На гребне волны,Point Break,1991,да,7,1089
2025-07-27,https://www.kinopoisk.ru/film/325/,нет,Крестный отец,The Godfather,1972,да,8,238
2025-07-26,https://www.kinopoisk.ru/film/4695/,нет,Лицо со шрамом,Scarface,1983,да,8,111
2025-07-24,https://www.kinopoisk.ru/film/3793/,нет,Константин: Повелитель тьмы,Constantine,2005,да,7,561
2025-07-23,https://www.kinopoisk.ru/film/1045449/,нет,Босс-молокосос 2,The Boss Baby: Family Business,2021,да,6,459151
2025-07-21,https://www.kinopoisk.ru/film/5003510/,нет,F1,F1,2025,да,8,911430
2025-07-21,https://www.kinopoisk.ru/film/42571/,нет,Иди и смотри,,1985,да,8,25237
2025-07-20,https://www.kinopoisk.ru/film/947898/,нет,Проклятие Аннабель: Зарождение зла,Annabelle: Creation,2017,да,6,396422
2025-07-20,https://www.kinopoisk.ru/film/808062/,нет,Проклятие Аннабель,Annabelle,2014,да,6,250546
2025-07-19,https://www.kinopoisk.ru/film/842567/,нет,Босс-молокосос,The Boss Baby,2017,да,6,295693
2025-07-09,https://www.kinopoisk.ru/film/5460719/,нет,Финикийская схема,The Phoenician Scheme,2025,да,7,1137350
2025-07-09,https://www.kinopoisk.ru/film/546915/,нет,Тихоокеанский рубеж,Pacific Rim,2013,да,6,68726
2025-07-08,https://www.kinopoisk.ru/film/405608/,нет,Мегамозг,Megamind,2010,да,8,38055
2025-07-07,https://www.kinopoisk.ru/film/1254052/,нет,Проклятие монахини 2,The Nun II,2023,да,6,968051
2025-07-06,https://www.kinopoisk.ru/film/1009142/,нет,Зверопой 2,Sing 2,2021,да,7,438695
2025-07-06,https://www.kinopoisk.ru/film/821008/,нет,Зверопой,Sing,2016,да,7,335797
2025-07-06,https://www.kinopoisk.ru/film/991225/,нет,Проклятие монахини,The Nun,2018,да,6,439079
2025-07-04,https://www.kinopoisk.ru/film/474953/,нет,Шерлок Холмс: Игра теней,Sherlock Holmes: A Game of Shadows,2011,да,8,58574
2025-07-04,https://www.kinopoisk.ru/film/1108494/,нет,Семья по-быстрому,Instant Family,2018,да,7,491418
2025-07-01,https://www.kinopoisk.ru/film/420923/,нет,Шерлок Холмс,Sherlock Holmes,2009,да,8,10528
2025-07-01,https://www.kinopoisk.ru/film/839650/,нет,Суперсемейка 2,Incredibles 2,2018,да,8,260513
2025-07-01,https://www.kinopoisk.ru/film/38903/,нет,Суперсемейка,The Incredibles,2004,да,8,9806
2025-05-24,https://www.kinopoisk.ru/film/195941/,нет,Супергеройское кино,Superhero Movie,2008,да,6,11918
2025-05-18,https://www.kinopoisk.ru/film/231150/,нет,Большой Стэн,Big Stan,2007,да,7,13161
2025-05-17,https://www.kinopoisk.ru/film/1392550/,нет,Быстрее пули,Bullet Train,2022,да,8,718930
2025-05-16,https://www.kinopoisk.ru/film/759874/,нет,Ты водишь!,Tag,2018,да,6,455980
2025-05-11,https://www.kinopoisk.ru/film/81472/,нет,Хеллбой II: Золотая армия,Hellboy II: The Golden Army,2008,да,7,11253
2025-05-09,https://www.kinopoisk.ru/film/5052/,нет,Хеллбой: Герой из пекла,Hellboy,2004,да,7,1487
2025-05-07,https://www.kinopoisk.ru/film/422792/,нет,Мадагаскар 3,Madagascar 3: Europe's Most Wanted,2012,да,6,80321
2025-05-07,https://www.kinopoisk.ru/film/6006/,нет,Мадагаскар,Madagascar,2005,да,7,953
2025-05-07,https://www.kinopoisk.ru/film/161066/,нет,Мадагаскар 2,Madagascar: Escape 2 Africa,2008,да,7,10527
2025-05-05,https://www.kinopoisk.ru/film/517988/,нет,Время,In Time,2011,да,8,49530
2025-05-03,https://www.kinopoisk.ru/film/693126/,нет,Город героев,Big Hero 6,2014,да,8,177572
2025-05-02,https://www.kinopoisk.ru/film/520648/,нет,Пипец 2,Kick-Ass 2,2013,да,7,59859
2025-04-30,https://www.kinopoisk.ru/film/419200/,нет,Пипец,Kick-Ass,2010,да,8,23483
2025-04-28,https://www.kinopoisk.ru/film/105948/,нет,Скотт Пилигрим против всех,Scott Pilgrim vs. the World,2010,да,7,22538
2025-04-26,https://www.kinopoisk.ru/film/507440/,нет,Проект X: Дорвались,Project X,2012,да,7,57214
2025-04-19,https://www.kinopoisk.ru/film/651628/,нет,Пиксели,Pixels,2015,да,6,257344
2025-04-15,https://www.kinopoisk.ru/film/278205/,нет,Убежище,Shelter,2007,да,7,17483
2025-04-14,https://www.kinopoisk.ru/film/5457899/,нет,Дикий робот,The Wild Robot,2024,да,8,1184918
2025-04-13,https://www.kinopoisk.ru/film/6206/,нет,Перевозчик,The Transporter,2002,да,7,4108
2025-04-10,https://www.kinopoisk.ru/film/409208/,нет,Обитель зла 4: Жизнь после смерти 3D,Resident Evil: Afterlife,2010,да,6,35791
2025-04-10,https://www.kinopoisk.ru/film/88172/,нет,Обитель зла 3,Resident Evil: Extinction,2007,да,7,7737
2025-04-10,https://www.kinopoisk.ru/film/24186/,нет,Обитель зла 2: Апокалипсис,Resident Evil: Apocalypse,2004,да,7,1577
2025-04-05,https://www.kinopoisk.ru/film/380/,нет,2001 год: Космическая одиссея,2001: A Space Odyssey,1968,да,8,62
2025-04-04,https://www.kinopoisk.ru/film/758178/,нет,Семейка Крудс: Новоселье,The Croods: A New Age,2020,да,7,529203
2025-04-04,https://www.kinopoisk.ru/film/198116/,нет,Семейка Крудс,The Croods,2013,да,7,49519
2025-04-03,https://www.kinopoisk.ru/film/409/,нет,Сияние,The Shining,1980,да,7,694
2025-04-03,https://www.kinopoisk.ru/film/465674/,нет,Рио,Rio,2011,да,7,46195
2025-04-03,https://www.kinopoisk.ru/film/677437/,нет,Рио 2,Rio 2,2014,да,6,172385
2025-03-29,https://www.kinopoisk.ru/film/432725/,нет,Муви 43,Movie 43,2013,да,7,87818
2025-03-28,https://www.kinopoisk.ru/film/801/,нет,Обитель зла,Resident Evil,2002,да,7,1576
2025-03-27,https://www.kinopoisk.ru/film/16955/,нет,Смертельное влечение,Heathers,1988,да,7,2640
2025-03-27,https://www.kinopoisk.ru/film/775278/,нет,Энканто,Encanto,2021,да,7,568124
2025-03-23,https://www.kinopoisk.ru/film/94436/,нет,Фатерлянд,Fatherland,1994,да,7,11248
2025-03-12,https://www.kinopoisk.ru/film/555/,нет,Большой Лебовски,The Big Lebowski,1998,да,7,115
2025-03-05,https://www.kinopoisk.ru/film/757898/,нет,Воровка книг,The Book Thief,2013,да,8,203833
2025-03-03,https://www.kinopoisk.ru/film/5105866/,нет,Настоящая боль,A Real Pain,2024,да,8,1013850
2025-03-02,https://www.kinopoisk.ru/film/8151/,нет,Интервью с вампиром,Interview with the Vampire: The Vampire Chronicles,1994,да,7,628
2025-02-28,https://www.kinopoisk.ru/film/1238292/,нет,Я краснею,Turning Red,2022,да,8,508947
2025-02-27,https://www.kinopoisk.ru/film/775273/,нет,Душа,Soul,2020,да,8,508442
2025-02-27,https://www.kinopoisk.ru/film/775276/,нет,Зверополис,Zootopia,2016,да,8,269149
2025-02-27,https://www.kinopoisk.ru/film/396473/,нет,Гитлер капут!,,2008,да,3,52891
2025-02-26,https://www.kinopoisk.ru/film/726838/,нет,Кролик Джоджо,Jojo Rabbit,2019,да,7,515001
2025-02-26,https://www.kinopoisk.ru/film/1331277/,да,Милый дом,Seuwiteuhom,2020,да,6,96648
2025-02-25,https://www.kinopoisk.ru/film/281251/,нет,Мальчик в полосатой пижаме,The Boy in the Striped Pajamas,2008,да,8,14574
2025-02-25,https://www.kinopoisk.ru/film/1008444/,нет,Дэдпул и Росомаха,Deadpool & Wolverine,2024,да,7,533535
2025-02-24,https://www.kinopoisk.ru/film/961715/,нет,Дэдпул 2,Deadpool 2,2018,да,6,383498
2025-02-23,https://www.kinopoisk.ru/film/462360/,нет,Дэдпул,Deadpool,2016,да,7,293660
2025-02-23,https://www.kinopoisk.ru/film/667907/,нет,Кот в сапогах: Три Чертенка,Puss in Boots: The Three Diablos,2011,да,7,83201
2025-02-23,https://www.kinopoisk.ru/film/102146/,нет,Кот в сапогах,Puss in Boots,2011,да,7,417859
2025-02-23,https://www.kinopoisk.ru/film/840821/,нет,Кот в сапогах 2: Последнее желание,Puss in Boots: The Last Wish,2022,да,6,315162
2025-02-21,https://www.kinopoisk.ru/film/430/,нет,Шрэк,Shrek,2001,да,7,808
2025-02-16,https://www.kinopoisk.ru/film/796660/,да,Лучше звоните Солу,Better Call Saul,2015,да,8,60059
2025-02-16,https://www.kinopoisk.ru/film/986788/,да,Наследники,Succession,2018,да,8,76331
2025-02-05,https://www.kinopoisk.ru/film/653696/,нет,Географ глобус пропил,,2013,да,7,225235
2025-02-03,https://www.kinopoisk.ru/film/5452393/,нет,Граф Монте-Кристо,Le Comte de Monte-Cristo,2024,да,8,1084736
2025-01-28,https://www.kinopoisk.ru/film/44811/,нет,Кин-дза-дза!,,1986,да,8,20874
2025-01-21,https://www.kinopoisk.ru/film/5094888/,нет,Хитмен. Последнее дело,Knox Goes Away,2023,да,7,972614
2025-01-21,https://www.kinopoisk.ru/film/5405057/,нет,Анора,Anora,2024,да,6,1064213
2025-01-21,https://www.kinopoisk.ru/film/893843/,нет,Джунгли,Jungle,2017,да,7,390062
2025-01-20,https://www.kinopoisk.ru/film/4948870/,нет,Сплетение судеб,La Tresse,2023,да,8,989596
2025-01-18,https://www.kinopoisk.ru/film/262771/,нет,99 франков,99 francs,2007,да,7,8827
2025-01-17,https://www.kinopoisk.ru/film/890/,нет,Образцовый самец,Zoolander,2001,да,6,9398
2025-01-16,https://www.kinopoisk.ru/film/1001188/,да,"Свин, Коза, Банан и Сверчок",Pig Goat Banana Cricket,2015,да,4,64931
2025-01-16,https://www.kinopoisk.ru/film/532900/,да,Фанбой и Чам Чам,Fanboy & Chum Chum,2009,да,4,18686
2025-01-14,https://www.kinopoisk.ru/film/102474/,нет,Борат,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,да,8,496
2025-01-14,https://www.kinopoisk.ru/film/535337/,нет,Учитель на замену,Detachment,2011,да,8,74308
2025-01-13,https://www.kinopoisk.ru/film/5627252/,нет,Ёлки 11,,2024,да,5,1372336
2025-01-13,https://www.kinopoisk.ru/film/4514472/,нет,Свидание с монстром,Woman of the Hour,2023,да,7,835113
2025-01-09,https://www.kinopoisk.ru/film/4540126/,нет,Дюна: Часть вторая,Dune: Part Two,2024,да,8,693134
2025-01-02,https://www.kinopoisk.ru/film/621/,нет,Дневник Бриджит Джонс,Bridget Jones's Diary,2001,да,7,634
2024-12-30,https://www.kinopoisk.ru/film/988749/,нет,Приключения Паддингтона 3,Paddington in Peru,2024,да,7,516729
2024-12-26,https://www.kinopoisk.ru/film/464963/,да,Игра престолов,Game of Thrones,2011,да,9,1399
2024-12-25,https://www.kinopoisk.ru/film/957887/,нет,Клаус,Klaus,2019,да,7,508965
2024-12-23,https://www.kinopoisk.ru/film/1390797/,нет,Великая,Lee,2023,да,7,832964
2024-12-22,https://www.kinopoisk.ru/film/5138485/,нет,Мария,Maria,2024,да,7,1038263
2024-12-19,https://www.kinopoisk.ru/film/102510/,нет,Знамение,Knowing,2009,да,8,13811
2024-12-13,https://www.kinopoisk.ru/film/464282/,нет,Впритык,Due Date,2010,да,7,41733
2024-12-13,https://www.kinopoisk.ru/film/485261/,нет,Убойные каникулы,Tucker and Dale vs Evil,2010,да,7,46838
2024-12-07,https://www.kinopoisk.ru/film/401177/,нет,Сумерки,Twilight,2008,да,6,8966
2024-12-06,https://www.kinopoisk.ru/film/5942378/,нет,Еретик,Heretic,2024,да,7,1138194
2024-12-06,https://www.kinopoisk.ru/film/775410/,нет,Виселица,Hangman,2017,да,4,323368
2024-12-06,https://www.kinopoisk.ru/film/1183582/,нет,Холоп,,2019,да,5,575828
2024-11-30,https://www.kinopoisk.ru/film/4860213/,нет,Субстанция,The Substance,2024,да,7,933260
2024-11-25,https://www.kinopoisk.ru/film/6303/,нет,Хищник,Predator,1987,да,7,106
2024-11-23,https://www.kinopoisk.ru/film/410/,нет,Донни Дарко,Donnie Darko,2001,да,7,141
2024-11-22,https://www.kinopoisk.ru/film/3935/,нет,Чужой 4: Воскрешение,Alien Resurrection,1997,да,6,8078
2024-11-18,https://www.kinopoisk.ru/film/2286/,нет,Чужой 3,Alien³,1992,да,6,8077
2024-11-18,https://www.kinopoisk.ru/film/406/,нет,Чужие,Aliens,1986,да,8,679
2024-11-15,https://www.kinopoisk.ru/film/255379/,нет,Очень страшное кино 5,Scary Movie 5,2013,да,4,4258
2024-11-15,https://www.kinopoisk.ru/film/32655/,нет,Очень страшное кино 4,Scary Movie 4,2006,да,6,4257
2024-11-15,https://www.kinopoisk.ru/film/5002/,нет,Очень страшное кино 3,Scary Movie 3,2003,да,6,4256
2024-11-15,https://www.kinopoisk.ru/film/5931/,нет,Очень страшное кино 2,Scary Movie 2,2001,да,5,4248
2024-11-15,https://www.kinopoisk.ru/film/3784/,нет,Крик 2,Scream 2,1997,да,6,4233
2024-11-14,https://www.kinopoisk.ru/film/1807/,нет,Крик,Scream,1996,да,7,4232
2024-11-10,https://www.kinopoisk.ru/film/386/,нет,Чужой,Alien,1979,да,8,348
2024-11-10,https://www.kinopoisk.ru/film/195524/,нет,Я – легенда,I Am Legend,2007,да,8,6479
2024-11-10,https://www.kinopoisk.ru/film/5932/,нет,Очень страшное кино,Scary Movie,2000,да,8,4247
2024-11-10,https://www.kinopoisk.ru/film/4807/,нет,"Не грози Южному Централу, попивая сок у себя в квартале",Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1995,да,6,10607
2024-11-08,https://www.kinopoisk.ru/film/171728/,нет,Пираньи 3D,Piranha 3D,2010,да,6,43593
2024-11-06,https://www.kinopoisk.ru/film/1245501/,нет,По наклонной,Cherry,2020,да,7,544401
2024-11-06,https://www.kinopoisk.ru/film/356/,нет,В джазе только девушки,Some Like It Hot,1959,да,8,239
2024-11-03,https://www.kinopoisk.ru/film/49869/,нет,Интерстелла 5555: История секретной звездной системы,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,да,8,11049
2024-11-02,https://www.kinopoisk.ru/film/627/,нет,Изгой,Cast Away,2000,да,8,8358
2024-10-27,https://www.kinopoisk.ru/film/1421546/,нет,Борат 2,Borat: Gift of Pornographic Monkey to Vice Premiere Mikhael Pence to Make Benefit Recently Diminished Nation of Kazakhstan,2020,да,7,740985
2024-10-25,https://www.kinopoisk.ru/film/1328346/,нет,Джокер: Безумие на двоих,Joker: Folie à Deux,2024,да,6,889737
2024-10-25,https://www.kinopoisk.ru/film/1048334/,нет,Джокер,Joker,2019,да,7,475557
2024-10-25,https://www.kinopoisk.ru/film/5411536/,нет,Ужасающий 3,Terrifier 3,2024,да,5,1034541
2024-09-30,https://www.kinopoisk.ru/film/4917/,нет,Святые из Бундока,The Boondock Saints,1999,да,7,8374
2024-09-23,https://www.kinopoisk.ru/film/910353/,нет,Выстрел в пустоту,Shot Caller,2015,да,7,339692
2024-08-29,https://www.kinopoisk.ru/film/1316601/,да,Дом Дракона,House of the Dragon,2022,да,8,94997
2024-07-26,https://www.kinopoisk.ru/film/47386/,нет,Объединённая зона безопасности,Gongdonggyeongbiguyeok JSA,2000,да,8,2440
2024-07-22,https://www.kinopoisk.ru/film/518037/,нет,Невозможное,Lo imposible,2012,да,7,80278
2024-07-21,https://www.kinopoisk.ru/film/681831/,да,Настоящий детектив,True Detective,2014,да,8,46648
2024-07-21,https://www.kinopoisk.ru/film/93377/,нет,Типа крутые легавые,Hot Fuzz,2007,да,7,4638
2024-07-16,https://www.kinopoisk.ru/film/1395809/,нет,Выжившие. Бетонная утопия,Konkeuriteu yutopia,2023,да,7,729854
2024-07-11,https://www.kinopoisk.ru/film/255611/,нет,Искупление,Atonement,2007,да,7,4347
2024-07-11,https://www.kinopoisk.ru/film/1294123/,нет,Матрица: Воскрешение,The Matrix Resurrections,2021,да,6,624860
2024-07-11,https://www.kinopoisk.ru/film/464484/,нет,Облачный атлас,Cloud Atlas,2012,да,8,83542
2024-07-10,https://www.kinopoisk.ru/film/5884949/,да,Хаяо Миядзаки: Экстра,,2018,да,8,
2024-07-04,https://www.kinopoisk.ru/film/675211/,да,Вечерний Ургант,,2012,да,8,46010
2024-07-04,https://www.kinopoisk.ru/film/1071383/,нет,Мальчик и птица,Kimitachi wa Dou Ikiru ka,2023,да,7,508883
2024-07-03,https://www.kinopoisk.ru/film/4384109/,нет,Белая птица: Новое чудо,White Bird,2023,да,7,779816
2024-07-02,https://www.kinopoisk.ru/film/281040/,нет,Повелитель бури,The Hurt Locker,2008,да,7,12162
2024-07-02,https://www.kinopoisk.ru/film/101711/,нет,16 кварталов,16 Blocks,2006,да,7,2207
2024-06-30,https://www.kinopoisk.ru/film/958442/,нет,Ветреная река,Wind River,2016,да,7,395834
2024-06-30,https://www.kinopoisk.ru/film/14288/,нет,Васаби,Wasabi,2001,да,7,2110
2024-06-28,https://www.kinopoisk.ru/film/389/,нет,Леон,Léon,1994,да,7,101
2024-06-27,https://www.kinopoisk.ru/film/47382/,нет,Пиджак,The Jacket,2004,да,7,9667
2024-06-26,https://www.kinopoisk.ru/film/4968810/,нет,Падение империи,Civil War,2023,да,7,929590
2024-06-26,https://www.kinopoisk.ru/film/4967684/,нет,Материнский инстинкт,Mothers' Instinct,2024,да,7,758679
2024-06-26,https://www.kinopoisk.ru/film/86326/,нет,Счастливое число Слевина,Lucky Number Slevin,2005,да,7,186
2024-06-24,https://www.kinopoisk.ru/film/843831/,нет,Сноуден,Snowden,2016,да,6,302401
2024-06-23,https://www.kinopoisk.ru/film/577255/,нет,Золото,Gold,2016,да,7,334524
2024-06-22,https://www.kinopoisk.ru/film/965754/,нет,Дело храбрых,Only the Brave,2017,да,8,395991
2024-06-22,https://www.kinopoisk.ru/film/723/,нет,Планета Ка-Пэкс,K-PAX,2001,да,7,167
2024-06-22,https://www.kinopoisk.ru/film/1402937/,нет,"Артур, ты король",Arthur the King,2024,да,7,618588
2024-06-21,https://www.kinopoisk.ru/film/666951/,нет,Голгофа,Calvary,2013,да,7,157832
2024-06-20,https://www.kinopoisk.ru/film/635772/,нет,Игра в имитацию,The Imitation Game,2014,да,7,205596
2024-06-20,https://www.kinopoisk.ru/film/81691/,нет,Адамовы яблоки,Adams æbler,2005,да,7,1023
2024-06-19,https://www.kinopoisk.ru/film/557837/,нет,Резня,Carnage,2011,да,7,72113
2024-06-19,https://www.kinopoisk.ru/film/4991138/,нет,Меч короля,Bastarden,2023,да,7,980026
2024-06-17,https://www.kinopoisk.ru/film/5105855/,нет,Одна жизнь,One Life,2023,да,8,760774
2024-06-16,https://www.kinopoisk.ru/film/5304408/,нет,Марс Экспресс,Mars Express,2023,да,7,586810
2024-05-25,https://www.kinopoisk.ru/film/4414587/,нет,Министерство неджентльменских дел,The Ministry of Ungentlemanly Warfare,2024,да,7,799583
2024-05-12,https://www.kinopoisk.ru/film/1346482/,нет,Прошлые жизни,Past Lives,2023,да,7,666277
2024-04-14,https://www.kinopoisk.ru/film/1394131/,да,Fallout,Fallout,2024,да,8,106379
2024-03-31,https://www.kinopoisk.ru/film/1108577/,нет,Зеленая книга,Green Book,2018,да,7,490132
2024-03-31,https://www.kinopoisk.ru/film/1045245/,нет,Опасный элемент,Radioactive,2019,да,6,480857
2024-03-30,https://www.kinopoisk.ru/film/577488/,нет,Она,Her,2013,да,8,152601
2024-03-28,https://www.kinopoisk.ru/film/859908/,да,Мистер Робот,Mr. Robot,2015,да,8,62560
2024-03-26,https://www.kinopoisk.ru/film/692861/,нет,Исчезнувшая,Gone Girl,2014,да,8,210577
2024-03-20,https://www.kinopoisk.ru/film/4922904/,нет,Солтберн,Saltburn,2023,да,7,930564
2024-03-19,https://www.kinopoisk.ru/film/1171976/,нет,1917,1917,2019,да,7,530915
2024-03-19,https://www.kinopoisk.ru/film/253761/,нет,Братья,Brothers,2009,да,6,7445
2024-03-18,https://www.kinopoisk.ru/film/7854/,нет,Возвращение кота,Neko no ongaeshi,2002,да,7,15370
2024-03-17,https://www.kinopoisk.ru/film/4860001/,нет,Мистер Блейк к вашим услугам,Complètement cramé,2023,да,7,792614
2024-03-15,https://www.kinopoisk.ru/film/722951/,нет,Чудо,Wonder,2017,да,7,406997
2024-03-14,https://www.kinopoisk.ru/film/1289785/,нет,Мавританец,The Mauritanian,2020,да,7,644583
2024-03-14,https://www.kinopoisk.ru/film/5005446/,нет,Стальная хватка,The Iron Claw,2023,да,7,850165
2024-03-13,https://www.kinopoisk.ru/film/81584/,нет,Босиком по мостовой,Barfuss,2005,да,7,6183
2024-03-12,https://www.kinopoisk.ru/film/841152/,нет,Славные парни,The Nice Guys,2016,да,6,290250
2024-03-11,https://www.kinopoisk.ru/film/5283168/,нет,Идеальные дни,Perfect Days,2023,да,7,976893
2024-03-08,https://www.kinopoisk.ru/film/276598/,нет,Драйв,Drive,2011,да,7,64690
2024-03-06,https://www.kinopoisk.ru/film/47814/,нет,"Весна, лето, осень, зима... и снова весна",Bom yeoreum gaeul gyeoul geurigo bom,2003,да,7,113
2024-02-25,https://www.kinopoisk.ru/film/77647/,нет,Горбатая гора,Brokeback Mountain,2005,да,7,142
2024-02-25,https://www.kinopoisk.ru/film/749540/,нет,Kingsman: Секретная служба,Kingsman: The Secret Service,2015,да,6,207703
2024-02-25,https://www.kinopoisk.ru/film/8827/,нет,Легенды осени,Legends of the Fall,1994,да,8,4476
2024-02-23,https://www.kinopoisk.ru/film/81873/,нет,Иллюзия полета,Flightplan,2005,да,7,9315
2024-02-13,https://www.kinopoisk.ru/film/606646/,нет,12 лет рабства,12 Years a Slave,2013,да,7,76203
2024-02-13,https://www.kinopoisk.ru/film/5304403/,да,Слово пацана. Кровь на асфальте,,2023,да,6,234763
2024-02-12,https://www.kinopoisk.ru/film/467293/,нет,Грязь,Filth,2013,да,7,85889
2024-02-10,https://www.kinopoisk.ru/film/610/,нет,Билли Эллиот,Billy Elliot,2000,да,7,71
2024-02-08,https://www.kinopoisk.ru/film/462938/,нет,Мой парень – псих,Silver Linings Playbook,2012,да,7,82693
2024-02-07,https://www.kinopoisk.ru/film/880/,нет,Чего хотят женщины,What Women Want,2000,да,7,3981
2024-02-06,https://www.kinopoisk.ru/film/160977/,нет,Апокалипсис,Apocalypto,2006,да,7,1579
2024-01-29,https://www.kinopoisk.ru/film/939411/,нет,Мотылёк,Papillon,2017,да,7,433498
2024-01-28,https://www.kinopoisk.ru/film/1134493/,нет,Звук свободы,Sound of Freedom,2023,да,7,678512
2024-01-26,https://www.kinopoisk.ru/film/716595/,нет,Шеф Адам Джонс,Burnt,2015,да,7,295964
2024-01-17,https://www.kinopoisk.ru/film/44168/,нет,Девчата,,1961,да,7,20975
2024-01-17,https://www.kinopoisk.ru/film/462606/,нет,Области тьмы,Limitless,2011,да,7,51876
2024-01-17,https://www.kinopoisk.ru/film/839954/,нет,Легенда,Legend,2015,да,7,276907
2024-01-17,https://www.kinopoisk.ru/film/252107/,нет,"Кто Вы, мистер Брукс?",Mr. Brooks,2007,да,7,3432
2024-01-15,https://www.kinopoisk.ru/film/1188529/,нет,Достать ножи,Knives Out,2019,да,7,546554
2024-01-15,https://www.kinopoisk.ru/film/4304/,нет,Тайное окно,Secret Window,2004,да,6,1586
2024-01-12,https://www.kinopoisk.ru/film/681849/,нет,Лучшее предложение,La migliore offerta,2012,да,8,152742
2024-01-11,https://www.kinopoisk.ru/film/406408/,нет,Законопослушный гражданин,Law Abiding Citizen,2009,да,6,22803
2024-01-11,https://www.kinopoisk.ru/film/535341/,нет,1+1,Intouchables,2011,да,7,77338
2024-01-11,https://www.kinopoisk.ru/film/682468/,да,Ганнибал,Hannibal,2013,да,8,40008
2023-12-19,https://www.kinopoisk.ru/film/664/,нет,Семьянин,The Family Man,2000,да,7,5994
2023-12-18,https://www.kinopoisk.ru/film/79429/,да,Мастер и Маргарита,,2005,да,7,6395
2023-12-13,https://www.kinopoisk.ru/film/32898/,нет,Достучаться до небес,Knockin' on Heaven's Door,1997,да,7,158
2023-12-10,https://www.kinopoisk.ru/film/391277/,нет,Потрошители,Repo Men,2009,да,4,31867
2023-12-10,https://www.kinopoisk.ru/film/279102/,нет,ВАЛЛ·И,WALL·E,2008,да,9,10681
2023-12-10,https://www.kinopoisk.ru/film/75871/,нет,Олдбой,Oldeuboi,2003,да,7,670
2023-12-10,https://www.kinopoisk.ru/film/663715/,нет,Голодные игры: Сойка-пересмешница. Часть II,The Hunger Games: Mockingjay - Part 2,2015,да,7,131634
2023-12-10,https://www.kinopoisk.ru/film/661911/,нет,Голодные игры: Сойка-пересмешница. Часть I,The Hunger Games: Mockingjay - Part 1,2014,да,6,131631
2023-12-10,https://www.kinopoisk.ru/film/602373/,нет,Голодные игры: И вспыхнет пламя,The Hunger Games: Catching Fire,2013,да,7,101299
2023-12-09,https://www.kinopoisk.ru/film/468581/,нет,Голодные игры,The Hunger Games,2012,да,7,70160
2023-12-05,https://www.kinopoisk.ru/film/1109271/,нет,Майор Гром: Чумной Доктор,,2021,да,5,529106
2023-12-05,https://www.kinopoisk.ru/film/804728/,да,Последний человек на Земле,The Last Man on Earth,2015,да,6,61888
2023-12-05,https://www.kinopoisk.ru/film/329/,нет,Список Шиндлера,Schindler's List,1993,да,9,424
2023-11-27,https://www.kinopoisk.ru/film/195434/,нет,Старикам тут не место,No Country for Old Men,2007,да,8,6977
2023-11-12,https://www.kinopoisk.ru/film/77042/,да,Секс в большом городе,Sex and the City,1998,да,8,105
2023-11-11,https://www.kinopoisk.ru/film/1228254/,да,Любовь. Смерть. Роботы,"Love, Death & Robots",2019,да,9,86831
2023-11-04,https://www.kinopoisk.ru/film/12340/,нет,Чужие среди нас,They Live,1988,да,6,8337
2023-11-04,https://www.kinopoisk.ru/film/5198/,нет,Кошмар на улице Вязов,A Nightmare on Elm Street,1984,да,7,377
2023-10-31,https://www.kinopoisk.ru/film/4664634/,нет,Оппенгеймер,Oppenheimer,2023,да,8,872585
2023-10-31,https://www.kinopoisk.ru/film/64021/,нет,Зомби по имени Шон,Shaun of the Dead,2004,да,6,747
2023-10-31,https://www.kinopoisk.ru/film/577/,нет,28 дней спустя,28 Days Later...,2002,да,8,170
2023-10-31,https://www.kinopoisk.ru/film/345/,нет,Молчание ягнят,The Silence of the Lambs,1990,да,7,274
2023-10-21,https://www.kinopoisk.ru/film/506444/,нет,Путешествие Гектора в поисках счастья,Hector and the Search for Happiness,2014,да,7,254375
2023-10-18,https://www.kinopoisk.ru/film/1297211/,нет,Чрезвычайная ситуация,Bisangseoneon,2021,да,5,626872
2023-10-18,https://www.kinopoisk.ru/film/437040/,нет,Доброе утро,Morning Glory,2010,да,7,38357
2023-10-18,https://www.kinopoisk.ru/film/309475/,нет,Операция «Валькирия»,Valkyrie,2008,да,7,2253
2023-10-18,https://www.kinopoisk.ru/film/463464/,нет,Афера под прикрытием,The Infiltrator,2016,да,6,325789
2023-10-18,https://www.kinopoisk.ru/film/834394/,нет,В центре внимания,Spotlight,2015,да,7,314365
2023-08-31,https://www.kinopoisk.ru/film/693969/,нет,Ветер крепчает,Kaze tachinu,2013,да,8,149870
2023-08-31,https://www.kinopoisk.ru/film/8229/,нет,Порко Россо,Kurenai no buta,1992,да,7,11621
